0,1,2,3,4,5,6,7,8
148.359375,52.90834267,-0.32867205899999996,-0.228783732,1.7867892980000002,12.07199111,11.8064261,192.7870474,0
120.265625,48.51070829,-0.086301647,-0.18204413600000002,0.826923077,11.20981015,17.11944543,329.990088,0
143.3359375,45.7846995,-0.07088846900000001,-0.095695015,2.64548495,20.86013476,8.526269598999999,75.71928164,0
53.5859375,37.68154541,2.9889585210000003,10.74878445,32.97826087,65.39939959,2.042710545,3.116334488,1
105.8515625,30.57549311,0.595646138,3.8993636769999998,3.260033445,20.94119274,7.402200439,60.58877827,0
113.2265625,51.88331482,0.12463623199999999,-0.616021072,2.699832776,17.27142264,8.541856461,87.01178401,0
92.8359375,34.62968771,0.6172756460000001,2.683409871,2.2466555180000003,18.23183653,9.672614944,100.625343,0
71.6875,42.10807338,1.208165623,2.246937529,80.81103679,96.41216433,0.523340954,-1.528430595,0
97.0390625,38.27846211,0.388932381,1.881108187,1.85367893,17.68819954,10.42845055,114.38654380000001,0
137.828125,47.715646899999996,-0.049543164,-0.238611658,2.273411371,14.48109119,9.693807826,119.7810388,0
148.734375,46.17146785,-0.145787361,-0.05847781,0.670568562,9.782509647000001,19.40777182,436.4494061000001,0
112.1875,43.49941629999999,-0.0207892,0.166902951,1.5409699,15.23750084,11.17600102,136.990386,0
134.8828125,49.55309985,-0.067603495,-0.160986225,2.599498328,21.84632324,8.993565101,83.17007813,0
134.453125,48.46565462,0.025583999,-0.236608364,1.9138795990000002,14.51772442,11.51860515,167.9747034,0
135.484375,52.71696009,0.147421787,-0.310478305,3.784280936,22.78168793,7.252825621,57.83268083,0
108.765625,40.42015362,0.559078083,1.217888147,4.113712375,22.02769872,6.98624433,56.17693198,0
107.7109375,45.13177794,0.56034859,0.890947675,0.5802675589999999,10.86721675,20.12576522,418.7927267,0
119.3984375,44.20342532,0.200245032,0.371937542,2.175585284,13.79063249,9.798420742000001,128.9802175,0
125.0703125,55.31333807,0.17147917699999998,-0.698137123,2.696488294,19.75503884,8.164457407999999,71.3517172,0
122.1484375,50.35748608,0.301902878,-0.014569981000000001,4.941471572,24.38634657,6.798845743999999,53.47784619,0
139.546875,46.26298118,-0.258141866,-0.036557689,1.116220736,13.925652,13.913113199999998,206.2243905,0
128.1328125,51.26666971,0.18870979999999998,-0.032954645,2.93729097,18.51493785,7.7674770870000005,69.41805817,0
111.9140625,50.90018224,0.29158370699999997,0.48088961799999996,1.382943144,12.83633183,14.42136533,243.4961006,0
102.046875,48.79050551,0.45222638,0.272447732,2.37541806,13.9284014,9.127499454,116.0232222,0
142.546875,52.95367365,-0.307085078,-0.21945752300000002,2.675585284,17.66896754,8.300455389,78.81183678,0
141.515625,50.8865135,0.02532112,-0.492352512,4.030936455,25.45495489,6.942198417,50.65557868,0
120.125,51.83040252,0.326604169,-0.298136852,1.2015050170000001,15.00825963,13.63984303,194.687599,0
118.0546875,53.45753405,0.282252779,-0.437715315,4.22909699,23.05981801,6.299728056,44.27227162,0
114.0078125,40.89515866,-0.17845139,0.840849603,3.096989967,22.49527541,8.019900861,67.81135397,0
109.9453125,52.77877009,0.066310421,-0.42147603299999997,1.9857859530000002,16.23465981,11.20007136,141.2999494,0
109.484375,40.29228842,0.484243398,1.04721974,1.198160535,12.04985588,13.77106587,225.5106589,0
82.21875,35.543313700000006,1.224273595,4.212206815,3.9080267560000004,21.43606584,6.535903936,48.28877815,0
108.9140625,51.42379485,0.108284036,-0.212734338,3.14548495,16.51771841,7.933097984,83.85962351,0
121.578125,49.82588581,-0.17621878600000002,-0.24368952100000002,5.056856187,27.22558637,6.1927215460000005,40.35954665,0
130.0,51.496510799999996,-0.290269289,-0.068445953,2.574414716,21.20189572,9.405303587999999,92.18473286,0
109.7578125,56.97981360000001,0.250275674,-0.7867757390000001,1.283444816,15.36378577,13.11871361,180.7519405,0
115.6484375,52.80411765,0.229191755,-0.23025811,1.66638796,12.61945891,11.45091494,170.65964419999997,0
143.2890625,50.18032364,-0.006188755,-0.36138694200000004,2.129598662,17.37715873,9.899718403,108.89406480000001,0
134.875,49.97374311,-0.078317427,-0.300986857,2.8043478260000003,20.66167622,9.542332161000001,100.010299,0
98.671875,42.66898562,0.432572406,0.52426236,2.6847826089999995,17.12803846,8.569712025,86.6260244,0
101.2109375,40.90263828,0.228124149,0.845815495,2.518394649,18.29579962,9.321574362,97.57702706,0
126.6796875,36.89955403,-0.005013714,1.073856651,3.2408026760000004,20.23409506,7.835790499,70.10186174,0
91.671875,52.35084607,1.109139963,1.254926715,56.08528428,76.37575053,1.158539245,-0.020560474,0
121.1015625,42.49702928,0.236478749,-0.035706116,2.572742475,15.28285899,8.721703719,98.97510820000001,0
128.09375,44.24336771,0.156673665,0.345731241,3.27173913,19.65689572,8.473206101,82.00362639,0
106.5234375,43.60618592,0.5905226370000001,1.136204684,2.2625418059999998,18.89288504,9.827439293,104.61902140000001,0
137.71875,50.80476379,-0.112475386,-0.19679209,25.48327759,63.25486396,2.238599105,3.3732609730000003,0
122.0234375,49.08784614,0.502930966,0.130597452,3.04180602,22.13503537,9.535402129,94.74970309,0
120.59375,39.44645055,0.5855539820000001,1.445791691,2.128762542,13.5741544,10.02435935,133.1956614,0
107.3359375,47.35607758,0.313039445,0.258938877,7.009197324,29.92980778,4.514383907,20.62151982,0
115.96875,60.41923037,0.1268732,-0.655494239,2.669732441,14.97893014,8.708922767999999,100.1536191,0
88.078125,45.96102448,0.438510275,0.44747982700000005,2.171404682,14.99029402,9.939970427,118.90811299999999,0
100.140625,43.78333273,0.26043534,0.620794369,1.274247492,11.43931373,13.93283016,247.4034489,0
83.2734375,40.27691547,0.715073689,1.5226004069999999,1.337792642,11.45529086,13.93609282,247.02278900000002,0
139.3828125,54.11289141,0.094638864,-0.465704314,1.111204013,10.20280184,16.20225693,344.3044406,0
128.8046875,43.1811335,0.195420405,0.21929276600000003,0.602006689,11.12909033,20.19682566,427.31151189999997,0
103.140625,47.56257956,0.384095219,0.049221010999999995,4.008361204,20.39521544,6.783497645,54.29740675,0
93.0625,47.28433772,0.57422481,0.661852816,2.863712375,18.26479299,8.194469075,77.13566336,0
103.171875,46.54418421,0.5930593989999999,0.437705044,1.456521739,14.80810191,11.65564845,148.7780086,0
98.28125,48.40760166,0.375384941,-0.097127585,2.344481605,14.47492566,10.00384455,130.3938073,0
138.8828125,52.30135352,-0.293225096,-0.250116221,3.6747491639999996,23.15031002,7.354253362000001,57.68046142,0
115.859375,49.446109299999996,0.209206537,0.129398602,1.939799331,15.79915924,10.03161858,116.66855279999999,0
104.171875,42.57256844,0.44438082100000004,1.2501580079999999,3.418896321,21.03606421,7.396831389,60.68193763,1
126.5234375,35.2858782,0.414295081,2.097695822,2.199832776,13.71975969,10.07780817,135.10627490000002,0
137.671875,51.16457963,-0.190753581,0.02795377,33.49749164,70.13464709,1.7944547240000002,1.583736064,0
132.234375,44.99487547,-0.28250821,0.12598442699999998,0.803511706,9.656682978,19.29897046,445.365623,0
87.5,37.40738563,0.97784848,2.396694926,24.29682274,59.8266841,2.325450801,4.001609718,0
116.484375,51.518198299999995,0.166857125,-0.009349338,19.36287625,55.17949209,2.656217888,5.474359145,0
114.4921875,49.40900666,0.151193614,-0.482835019,2.364548495,13.504336499999999,9.334385428,123.9994973,0
114.546875,45.7359711,0.293721461,0.20557906399999998,2.33277592,15.53083983,9.66622426,114.8771635,0
76.28125,33.81635549,1.142037416,4.804595738,4.350334448,23.21486466,6.653721797999999,50.24788755,0
53.828125,44.254785999999996,3.004472287,8.92222955,150.5886288,93.99833488,-0.529378181,-1.270118104,1
91.234375,42.41084111,0.724849416,1.233103522,1.56270903,12.83716831,13.86950403,230.7353403,0
97.4765625,42.89485051,0.620002989,0.610325666,1.563545151,15.4178742,12.10670081,165.1571954,0
132.3203125,61.99419499,-0.37181493200000004,-0.6872029540000001,0.877090301,10.38026702,18.73986301,396.4164395,0
135.2890625,47.05202446,0.041443795,0.14863109900000002,1.0050167220000001,12.57791669,15.76360865,269.2622083,0
139.6015625,40.11396652,-0.180882842,0.576240204,5.959866221,27.54597971,5.0704119389999995,26.55335482,0
135.3671875,47.47957967,-0.071047351,-0.104163695,19.00668896,53.11916265,2.646476594,5.5595408079999995,0
130.8203125,53.42071134,0.018593633000000002,-0.3087087,2.7224080269999997,18.07694071,8.553286757,84.97233053,0
120.015625,52.42166542,0.11776878199999999,-0.264111355,1.383779264,11.77992331,13.29634839,226.13383230000002,0
87.84375,46.22050369,0.42632919799999996,0.218424641,0.785117057,11.54016452,16.56076387,295.3902843,0
139.078125,55.18740931,-0.18535718699999998,-0.265128813,6.127090301,29.51963071,5.160762183,27.07749261,0
155.515625,45.6362973,-0.25041830600000003,0.39209058799999996,23.2909699,59.90103839,2.301092596,3.5700909789999997,0
87.15625,38.14946705,0.666934823,1.8454267619999998,9.469063545,34.97569456,4.11513055,17.30414869,0
95.0625,37.06555637,0.7129783009999999,2.624365869,1.70819398,12.5305366,10.93660632,164.2882527,0
122.703125,50.80590507,0.175092973,-0.327328114,1.559364548,15.38879585,12.15333687,160.80240700000002,0
133.4375,43.7984999,-0.11062732199999999,-0.078564117,0.8252508359999999,12.02117966,16.57063222,293.3980855,0
132.5234375,53.44242884,-0.154114256,-0.537349325,0.6112040129999999,9.072460527,21.16340683,536.5678399,0
132.203125,49.3802781,-0.045838982,0.051688244,2.8377926419999997,16.02554743,8.671528765,94.97960303,0
122.9375,46.2660023,0.248987359,0.38859599200000006,2.081939799,13.23785396,10.33733317,143.2728642,0
123.8046875,47.9746122,0.018394623,-0.06527397900000001,2.8687290969999997,21.00999902,8.472732877,78.07381841,0
112.1328125,40.79414233,0.17757038600000002,0.516114454,4.18645485,27.85031389,7.046359366,49.79793317,0
38.78125,24.89821075,5.486618305,43.46374779,60.61705686,93.00184579,1.060881789,-0.6700002079999999,1
97.6328125,44.21270870000001,0.67186805,1.13471116,2.877926421,17.58315593,8.135837507,78.40888411,0
111.2890625,54.21674562,0.175471767,-0.45710484700000004,4.986622074,26.09161544,5.922827542,37.50829371,0
137.0625,51.29552094,-0.07161733099999999,-0.34529163700000004,6.33361204,27.80525156,5.077817938,28.09468618,0
99.609375,42.05692466,0.458518627,0.9545487220000001,2.446488294,14.71017597,8.688409961,100.5267551,0
113.3828125,48.57743835,0.313824867,-0.163176589,0.472408027,10.35717036,23.36653961,554.7745694,0
104.828125,45.19404506,0.339590523,0.1266427,4.507525084,25.48448496,6.163474872,40.16547735,0
101.703125,41.10093509,0.7152392470000001,1.230916631,2.805183946,19.77891195,8.926644711,88.30794787,0
112.8046875,43.76054491,0.554136255,0.6236445820000001,1.9623745819999998,15.13714635,10.2900207,125.34145490000002,0
124.5390625,54.85035072,-0.138596652,-0.273352798,7.439799331000001,36.61538168,4.790491664,21.36330438,0
114.78125,45.58644561,0.463395921,0.40390872,1.58361204,15.42645295,11.74395471,152.40685569999997,0
123.5703125,57.27669732,0.514650264,-0.346149639,3.4966555180000003,21.32027994,8.74531061,84.63796303,1
