-28.709229,22.057729,-27.855811,11.845013,-18.983813,6.474115,-43.557242,-41.044261,-13.320155,-24.588262,3.481952,-9.128341,-3.008255,0.796580,-2.102299,-5.660366,-13.032785,-5.392349,-0.901041,11.059004,-22.797604,8.316275,5.466230,0.023854,-1.527145,-0.145225,-5.682338,-0.439134,-0.368759,1.000000
-37.558067,-29.335992,-24.962322,8.413616,-35.182120,21.550496,36.877368,-8.915982,5.046566,0.909474,3.919686,-0.384260,4.316156,-3.113694,5.667667,8.289890,-2.490935,-3.570907,1.663899,-28.009635,-11.263235,-1.150828,-7.800902,1.272716,1.965365,0.767817,3.248189,13.013546,24.007479,0.000000
-14.008848,-13.489450,-0.672586,2.763778,13.815072,-7.810116,-13.515145,-6.657748,3.230719,5.202511,0.997862,1.393220,0.329650,-0.940576,0.859337,1.918717,0.299297,-2.413440,3.828260,-12.869193,1.358282,-2.458450,-8.384873,1.217136,-3.087979,-0.244415,5.352193,-0.563544,-0.365695,0.000000
-30.552380,16.713389,-31.103685,6.534984,-22.105532,-4.977692,-20.371514,20.007208,-3.565738,-7.731071,3.829427,-5.314332,1.446930,-4.579264,-0.142299,-4.997848,-10.961410,-4.641482,0.567056,1.733644,1.816520,-2.288686,-1.460544,0.183179,2.208209,-0.208824,1.232636,0.356660,0.039817,1.000000
-13.192671,12.785971,-9.906650,3.320337,-4.801176,5.760059,-18.750889,-37.353443,-0.391540,-5.052502,4.406806,-4.610756,-1.909488,-9.072711,-0.226074,-6.211557,-6.248145,-3.149247,0.051576,-3.493050,27.202839,-8.887017,5.303607,-0.639435,0.263203,-0.108877,1.269566,0.939407,-0.364714,1.000000
-13.537461,-24.426864,-7.355943,6.896486,-8.515928,2.354758,9.568711,-2.006504,-0.236247,-3.776051,-0.329589,1.230820,2.606171,1.188532,1.486199,1.286896,-0.159566,1.435430,-2.670540,15.519527,4.727852,-3.504033,-6.790961,0.864201,-2.433816,-0.244081,-1.428731,1.354228,30.837594,0.000000
-35.274010,-34.889342,-15.070015,9.211564,-6.226835,3.828063,10.778805,-6.462003,6.588395,4.524278,3.556634,1.445127,3.048211,-2.463534,4.970057,4.516603,-1.784110,-3.839299,0.356394,-15.595737,-7.090340,-4.722186,-26.429741,1.765486,-4.564506,-0.594620,1.110848,-0.714247,6.482769,0.000000
-0.937843,3.462889,-6.445104,4.932199,-2.233983,-2.291561,-5.695594,1.338825,-4.322377,-8.099119,7.182967,-9.445943,-0.314620,-12.991466,-0.136359,-6.367524,-12.734394,-3.845130,1.007667,1.129532,1.066550,-0.521657,-0.319917,-0.405859,0.906802,1.165784,1.374495,0.729889,-0.368800,1.000000
-18.595195,3.513375,-11.617047,-1.586975,-13.057916,-0.698856,-6.582463,9.908255,-1.104494,1.721770,-3.995739,2.833355,2.672765,5.126543,0.530689,3.917976,3.413490,1.319087,-2.322610,-0.283637,0.002760,-1.117175,-2.999239,0.119746,1.290310,-0.114023,-0.152503,-0.422545,0.255017,0.000000
-3.071903,2.707520,-0.341340,0.862558,-3.136712,4.929872,-8.906403,-17.974042,0.270281,-4.515275,-2.304979,3.108366,0.011433,1.460428,-0.734940,-0.149015,1.580802,0.701684,1.426149,4.396334,-8.794749,3.662150,0.178528,-0.370651,0.241292,-0.074062,0.272538,0.432023,0.448435,0.000000
-3.948023,-2.208017,-3.418420,-0.490658,-14.596126,9.444569,13.311336,-2.793998,-0.321454,-0.710668,1.268314,-1.511200,-0.319584,-1.755545,-0.295392,2.373085,-0.199299,-1.374458,1.459225,-5.328824,-1.954992,1.132823,0.070543,0.098506,-0.061467,-0.164414,1.819555,-1.164937,11.599093,0.000000
-7.049677,6.223461,-3.162109,-2.930783,0.819725,0.907167,1.409495,-0.316346,6.971536,11.250730,2.253984,0.286961,-0.592561,-2.829003,1.362817,-2.262540,-0.893503,-1.255923,-1.603733,4.587959,-0.881544,1.205044,0.089964,-0.840247,0.438558,-0.311546,1.713091,-0.411010,-0.365572,0.000000
-6.655422,-9.959244,-2.636465,1.874222,1.353413,-0.187685,-1.066356,-2.861828,0.200296,-2.069517,-0.047143,1.107259,-1.068187,1.785186,0.458914,-0.475067,0.976803,-2.375418,-4.539840,5.903576,0.679553,-1.704862,-8.994507,-0.463299,-2.343963,-0.094749,-0.151869,0.970655,11.890957,0.000000
-11.660483,-1.159581,-5.005049,-0.267059,-1.444113,7.884370,-1.017279,-12.450070,1.712735,0.771626,0.046910,1.183988,0.102211,0.378255,1.255888,0.862712,0.531550,-0.737797,0.925876,-7.342746,10.152476,-5.404703,1.382457,0.794299,0.711342,-0.512377,1.560191,-3.675632,1.708779,0.000000
-13.235091,-11.483016,-2.748736,-0.014578,4.637720,-0.816705,2.331468,-2.150352,2.535723,5.205894,2.284243,-0.903989,0.386727,-2.619944,1.344048,1.163161,-0.960033,-2.920549,0.694141,-6.485134,-3.294920,1.583979,2.541446,-0.672458,3.069751,0.301050,-1.070589,7.278752,0.499722,0.000000
-0.264869,3.386140,-3.454997,4.367629,3.336060,-2.053918,0.256890,-2.957235,-2.855797,-2.808456,1.847504,-2.414822,-2.573225,-6.599126,0.123470,2.572372,6.609366,2.530670,-3.602657,0.482513,-1.394504,-0.166029,-1.452081,-0.251815,1.243461,0.452787,0.132218,0.424599,-0.364714,1.000000
-2.760580,1.038115,-0.205750,-0.326014,5.540139,-3.335734,-9.083432,-9.011899,1.210209,0.584635,-1.111440,1.788891,-0.752888,1.521452,-0.223923,-0.389029,0.611293,-1.083158,-0.562758,-1.296096,4.757494,-3.505226,-9.235885,0.306621,-1.459422,-0.218724,0.819292,0.640904,-0.368800,0.000000
-7.626924,-6.976420,-2.077911,3.416754,4.458758,-5.080408,-6.578948,1.760341,-0.599509,-4.001742,2.611762,-2.210691,0.145323,-5.281678,-1.446227,-2.342178,-4.442082,-0.812202,0.254772,2.875260,1.224795,-0.656639,-0.330811,-0.078946,0.270306,0.431119,0.821381,-1.056088,-0.291237,1.000000
-7.891076,4.312374,-2.659943,4.931277,-4.001951,1.562135,-4.426194,4.222007,-0.560047,1.671778,-3.283501,0.989811,0.406294,1.669437,-0.578251,0.865965,2.114041,0.431074,1.597964,-2.168621,0.541786,0.232404,0.687937,0.611179,-0.663363,-0.023605,-4.948416,-0.623888,-0.322418,0.000000
