0.059781,0.064241,0.032027,0.015071,0.090193,0.075122,12.863462,274.402906,0.893369,0.491918,0.000000,0.059781,0.084279,0.015702,0.275862,0.007812,0.007812,0.007812,0.000000,0.000000,1.000000
0.123722,0.098628,0.166725,0.009632,0.211357,0.201725,34.725453,1309.612887,0.811754,0.430486,0.000000,0.123722,0.119931,0.017260,0.202532,0.007812,0.007812,0.007812,0.000000,0.000000,0.000000
0.124435,0.091994,0.135808,0.000240,0.196407,0.196168,27.078237,778.651891,0.815757,0.503365,0.000000,0.124435,0.076402,0.017186,0.205128,0.007812,0.007812,0.007812,0.000000,0.000000,1.000000
0.100399,0.072835,0.081725,0.044092,0.144353,0.100261,0.529584,2.068455,0.970194,0.754552,0.011655,0.100399,0.117359,0.015936,0.262295,1.086760,0.007812,4.343750,4.335938,0.344865,1.000000
0.151658,0.078403,0.175978,0.081341,0.218408,0.137067,7.991525,136.735775,0.962921,0.759878,0.050056,0.151658,0.140644,0.016080,0.258065,0.161258,0.054688,0.578125,0.523438,0.285153,0.000000
0.133659,0.077264,0.136636,0.071251,0.195638,0.124387,4.896853,68.847455,0.969887,0.778879,0.120419,0.133659,0.132471,0.015826,0.250000,0.222917,0.007812,0.710938,0.703125,0.268434,0.000000
0.162205,0.069786,0.182035,0.136821,0.210530,0.073709,4.105541,35.655663,0.930920,0.575286,0.000000,0.162205,0.149335,0.027257,0.225352,0.663462,0.007812,6.960938,6.953125,0.187743,0.000000
0.227112,0.033319,0.229969,0.220313,0.240940,0.020627,3.261743,14.582504,0.794256,0.178283,0.227774,0.227112,0.204378,0.050794,0.277457,1.482813,0.023438,20.859375,20.835938,0.082168,0.000000
0.151272,0.063319,0.139490,0.094421,0.192513,0.098092,3.535282,19.468018,0.891534,0.395373,0.093605,0.151272,0.094116,0.048077,0.138889,0.333730,0.092773,0.839844,0.747070,0.505942,1.000000
0.193508,0.033231,0.195871,0.169985,0.206656,0.036672,2.838682,12.826058,0.839934,0.185345,0.202342,0.193508,0.158759,0.047059,0.279070,1.026367,0.023438,10.664062,10.640625,0.067009,0.000000
0.077316,0.083829,0.036718,0.008701,0.131908,0.123207,30.757155,1024.927705,0.846389,0.478905,0.000000,0.077316,0.098706,0.015656,0.271186,0.007990,0.007812,0.015625,0.007812,0.046512,1.000000
0.232754,0.043805,0.244333,0.210364,0.264957,0.054593,2.433355,9.661172,0.864838,0.169907,0.275633,0.232754,0.132557,0.016048,0.275862,0.239502,0.093750,0.312500,0.218750,0.191244,0.000000
0.119977,0.081471,0.109892,0.060215,0.192688,0.132473,22.400866,560.122789,0.854878,0.505371,0.000000,0.119977,0.081201,0.015795,0.262295,0.007812,0.007812,0.007812,0.000000,0.000000,1.000000
0.189496,0.061774,0.201542,0.136761,0.243650,0.106889,0.924131,3.256364,0.935802,0.463263,0.276041,0.189496,0.130267,0.047013,0.279070,1.856618,0.023438,10.382812,10.359375,0.103815,1.000000
0.129774,0.078815,0.129619,0.058136,0.196949,0.138814,2.028090,9.311066,0.958561,0.728277,0.191314,0.129774,0.180638,0.050794,0.271186,0.661328,0.007812,5.843750,5.835938,0.182766,0.000000
0.181115,0.028361,0.182927,0.172195,0.188780,0.016585,3.521181,16.139626,0.766037,0.165021,0.185854,0.181115,0.150385,0.016667,0.216216,1.199219,0.156250,6.273438,6.117188,0.247084,0.000000
0.157013,0.061556,0.155118,0.103343,0.206479,0.103136,2.641514,12.942151,0.924993,0.520469,0.103136,0.157013,0.098984,0.033670,0.222222,1.016439,0.107422,3.266602,3.159180,0.534776,1.000000
0.191336,0.034237,0.190560,0.173874,0.205578,0.031704,2.247724,7.964653,0.855550,0.230647,0.202908,0.191336,0.165154,0.047431,0.275862,1.140997,0.023438,9.257812,9.234375,0.132604,0.000000
0.167705,0.070774,0.179442,0.097629,0.231771,0.134142,17.948488,416.183638,0.921257,0.519320,0.059944,0.167705,0.081219,0.015889,0.271186,0.073828,0.070312,0.210938,0.140625,0.051282,1.000000
0.130674,0.082882,0.116964,0.082283,0.204857,0.122574,27.705119,896.650347,0.900403,0.584464,0.000000,0.130674,0.090380,0.016615,0.238806,0.007812,0.007812,0.007812,0.000000,0.000000,1.000000
0.142056,0.095798,0.183731,0.033424,0.224360,0.190936,1.876502,6.604509,0.946854,0.654196,0.008006,0.142056,0.209918,0.039506,0.275862,0.494271,0.007812,2.937500,2.929688,0.194759,0.000000
0.152674,0.114508,0.217541,0.000267,0.249037,0.248770,24.800464,667.733067,0.747569,0.240213,0.000000,0.152674,0.184696,0.016771,0.275862,0.007812,0.007812,0.007812,0.000000,0.000000,0.000000
0.179274,0.057481,0.190539,0.122573,0.223651,0.101079,0.809674,2.789713,0.929229,0.423772,0.097593,0.179274,0.104121,0.047478,0.268156,0.389476,0.023438,0.656250,0.632812,0.146991,1.000000
0.223074,0.038891,0.227258,0.203601,0.247812,0.044211,1.710735,5.115416,0.856251,0.221538,0.240443,0.223074,0.164597,0.047478,0.279070,1.191256,0.023438,6.773438,6.750000,0.165534,0.000000
0.167060,0.073204,0.191198,0.107603,0.223981,0.116377,8.697230,203.881235,0.948292,0.619630,0.000000,0.167060,0.116108,0.015842,0.271186,0.649414,0.007812,3.601562,3.593750,0.217073,1.000000
0.179514,0.037890,0.181748,0.161954,0.191105,0.029152,4.147547,25.592068,0.852020,0.291315,0.183548,0.179514,0.130953,0.046921,0.277457,1.338627,0.023438,8.414062,8.390625,0.079396,0.000000
0.210701,0.018363,0.209186,0.203895,0.218818,0.014922,4.678923,29.391990,0.784447,0.036876,0.208236,0.210701,0.196548,0.017758,0.271186,0.410938,0.187500,1.078125,0.890625,0.186191,0.000000
0.179418,0.069469,0.187940,0.140637,0.234516,0.093879,6.130158,101.039376,0.938815,0.555937,0.000000,0.179418,0.179175,0.032454,0.275862,0.151654,0.007812,0.476562,0.468750,0.265556,0.000000
0.221984,0.033771,0.220384,0.208656,0.241885,0.033229,2.354862,8.692618,0.835669,0.184223,0.215497,0.221984,0.191292,0.049536,0.272727,1.278161,0.210938,13.007812,12.796875,0.059753,0.000000
0.188848,0.056133,0.188884,0.140333,0.239430,0.099097,0.548743,2.293368,0.930408,0.381328,0.114062,0.188848,0.128803,0.046967,0.279070,1.297656,0.023438,7.804688,7.781250,0.089971,1.000000
0.177098,0.033985,0.172070,0.160126,0.186667,0.026540,2.988372,12.411569,0.831198,0.246363,0.167204,0.177098,0.147277,0.047059,0.260870,1.305959,0.023438,7.382812,7.359375,0.073412,0.000000
0.106861,0.086955,0.100671,0.014088,0.191950,0.177862,23.860445,615.527391,0.852858,0.557142,0.000000,0.106861,0.094923,0.015795,0.262295,0.007812,0.007812,0.007812,0.000000,0.000000,1.000000
0.164125,0.080538,0.199428,0.095707,0.225692,0.129984,1.821762,6.115742,0.930716,0.601286,0.203879,0.164125,0.189002,0.040921,0.253968,0.172585,0.015625,0.562500,0.546875,0.345714,0.000000
0.196093,0.045943,0.202180,0.166703,0.224305,0.057602,1.457014,5.147233,0.909567,0.324592,0.207902,0.196093,0.175814,0.047809,0.279070,1.394231,0.023438,8.812500,8.789062,0.114753,0.000000
0.116366,0.093833,0.092915,0.022130,0.212511,0.190381,32.202869,1128.534782,0.848265,0.489857,0.000000,0.116366,0.165838,0.018497,0.271186,0.007812,0.007812,0.007812,0.000000,0.000000,0.000000
0.210726,0.049060,0.212702,0.198947,0.235298,0.036351,2.502616,9.569448,0.852209,0.294211,0.205825,0.210726,0.192964,0.047714,0.277457,0.475535,0.023438,3.164062,3.140625,0.079456,0.000000
0.152168,0.082542,0.133801,0.105646,0.238413,0.132768,1.501037,5.540001,0.948383,0.647427,0.125535,0.152168,0.109005,0.017112,0.228571,0.681152,0.007812,4.828125,4.820312,0.208497,1.000000
0.187813,0.059737,0.189562,0.154818,0.238613,0.083796,1.186347,4.073460,0.926579,0.445016,0.189051,0.187813,0.115525,0.047291,0.275862,0.667634,0.023438,3.351562,3.328125,0.150000,1.000000
0.196006,0.053930,0.203384,0.154049,0.239323,0.085274,4.038263,50.591462,0.927145,0.296277,0.090012,0.196006,0.081017,0.015810,0.195122,0.147274,0.093750,0.375000,0.281250,0.176329,1.000000
0.107009,0.081313,0.102788,0.025164,0.188941,0.163778,24.705118,714.696895,0.891348,0.576778,0.000000,0.107009,0.075907,0.016000,0.222222,0.007812,0.007812,0.007812,0.000000,0.000000,1.000000
0.206233,0.040099,0.197469,0.189259,0.240679,0.051420,3.971251,23.246802,0.840031,0.249323,0.192284,0.206233,0.170579,0.047525,0.272727,1.094703,0.210938,4.335938,4.125000,0.148802,0.000000
0.185093,0.035621,0.177007,0.166185,0.207731,0.041546,3.487114,20.376241,0.852214,0.255799,0.170374,0.185093,0.162492,0.048000,0.279070,1.707812,0.023438,15.093750,15.070312,0.084509,0.000000
0.168623,0.069783,0.182238,0.097421,0.227032,0.129611,15.480388,351.444274,0.913766,0.467166,0.060122,0.168623,0.081858,0.016178,0.271186,0.165625,0.070312,3.164062,3.093750,0.059229,1.000000
0.188307,0.033789,0.185224,0.171376,0.211623,0.040247,2.202962,7.759717,0.842134,0.228621,0.173539,0.188307,0.177042,0.037037,0.231884,0.460938,0.156250,4.562500,4.406250,0.134043,0.000000
0.138869,0.100841,0.207243,0.009250,0.219873,0.210623,29.350741,954.891539,0.780819,0.341454,0.000000,0.138869,0.169323,0.016032,0.271186,0.037791,0.007812,0.664062,0.656250,0.047619,0.000000
